t0,t1,variable,adjust_function,adjust_value,comment,URL_graphic
2012-06-16T00:00:00+00:00,,DepthPressureTransducer_Cor(m),add,-0.19,manually adjusted by bav,https://github.com/GEUS-PROMICE/AWS-data/blob/main/flags/graphics/NUK_N_dpt_1.png
