t0,t1,variable,adjust_function,adjust_value,comment,URL_graphic
2014-09-15T00:00:00+00:00,,DepthPressureTransducer_Cor(m),add,0.85,manually adjusted by bav,https://github.com/GEUS-PROMICE/AWS-data/blob/main/flags/graphics/THU_U_dpt_1.png
2016-07-22T00:00:00+00:00,,DepthPressureTransducer_Cor(m),add,2.5,manually adjusted by bav,https://github.com/GEUS-PROMICE/AWS-data/blob/main/flags/graphics/THU_U_dpt_1.png
